66,"ENVIRONMENTS\Stars\AuroraYellowGreen.mdx",2,
67,"ENVIRONMENTS\Stars\AuroraYellowGreen.mdx",2,
68,"ENVIRONMENTS\Stars\AuroraYellowGreen.mdx",2,
69,"ENVIRONMENTS\Stars\AuroraYellowGreen.mdx",2,
70,"ENVIRONMENTS\Stars\AuroraYellowGreen.mdx",2,
71,"ENVIRONMENTS\Stars\AuroraYellowGreen.mdx",2,
72,"ENVIRONMENTS\Stars\AuroraYellowGreen.mdx",2,
73,"ENVIRONMENTS\Stars\AuroraYellowGreen.mdx",2,
74,"ENVIRONMENTS\Stars\AuroraYellowGreen.mdx",2,
75,"ENVIRONMENTS\Stars\AuroraYellowGreen.mdx",2,
76,"ENVIRONMENTS\Stars\AuroraOrange.mdx",2,
77,"ENVIRONMENTS\Stars\AuroraYellowGreen.mdx",2,
78,"ENVIRONMENTS\Stars\AuroraOrange.mdx",2,
79,"ENVIRONMENTS\Stars\AuroraOrange.mdx",2,
80,"ENVIRONMENTS\Stars\ZulDrakSkyA.mdx",0,
81,"ENVIRONMENTS\Stars\DeathSkybox.mdx",0,
82,"ENVIRONMENTS\Stars\DeathSkybox.mdx",0,
83,"ENVIRONMENTS\Stars\DeathSkybox.mdx",0,
84,"ENVIRONMENTS\Stars\AuroraOrange.mdx",2,
85,"ENVIRONMENTS\Stars\AuroraOrange.mdx",2,
86,"ENVIRONMENTS\Stars\AuroraOrange.mdx",2,
87,"ENVIRONMENTS\Stars\AuroraOrange.mdx",2,
88,"ENVIRONMENTS\Stars\AuroraOrange.mdx",2,
89,"ENVIRONMENTS\Stars\AuroraOrange.mdx",2,
90,"ENVIRONMENTS\Stars\DeathSkybox.mdx",0,
91,"ENVIRONMENTS\Stars\DeathSkybox.mdx",0,
92,"ENVIRONMENTS\Stars\UlduranCloudySky.mdx",1,
93,"ENVIRONMENTS\Stars\UlduranCloudySky.mdx",1,
94,"ENVIRONMENTS\Stars\DalaranSkyBox.mdx",1,
